case_id,description_complete
1955-01-00033,"[Forme] Autre forme non catégorisée | [Forme 2]  Engin | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] Montante | [Taille] Chiffrée | [Détails visuels] Le 19 janvier 1955 vers 22h10 trois personnes observent le passage d'un phénomène lumineux du NE au SO Ils décrivent un disque lumineux blanc suivi d'une longue trainée de couleur orange"
1955-01-00033,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] Montante | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] Le 19 janvier 1955 vers 22h10 trois personnes observent le passage d'un phénomène lumineux du NE au SO Ils décrivent un disque lumineux blanc suivi d'une longue trainée de couleur orange"
1955-01-00033,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Engin | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Montante | [Taille] Chiffrée | [Détails visuels] Le 19 janvier 1955 vers 22h10 trois personnes observent le passage d'un phénomène lumineux du NE au SO Ils décrivent un disque lumineux blanc suivi d'une longue trainée de couleur orange"
1955-01-01950,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] La date du premier janvier 1955 est donnée arbitrairement pour la première observation du déplacement d'un phénomène lumineux Le témoin rapporte avoir vu un dimanche soir vers 17h ou 18h un objet lumineux circulaire de 50 m de diamètre environ à 400 ou 500m de la route et à 50m du sol
1955-05-00034,"[Forme] 3D - 1 axe de symétrie - Cylindrique | [Forme 2]  Engin | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] Le 20 mai 1955 à 2h30 du matin deux gendarmes observent le passage SE-NO d'un phénomène lumineux qui les intrigue et disparait en quelques secondes"
1955-05-00034,"[Forme] 3D - 1 axe de symétrie - Cylindrique | [Forme 2]  Engin | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] Le 20 mai 1955 à 2h30 du matin deux gendarmes observent le passage SE-NO d'un phénomène lumineux qui les intrigue et disparait en quelques secondes"
1955-06-00035,"[Forme] 2D - Rectangulaire;3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] Chiffrée | [Détails visuels] Le 5 juin 1955 à 20h55 trois témoins à Cavaillon observent 20 secondes en direction de l'ouest du massif du Luberon un rectangle lumineux rouge-feu dans le ciel"
1956-04-00036,[Forme] Autre forme non catégorisée | [Forme 2] ; Objet | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] La gendarmerie recueillera trois autres témoignages pour la même date et à 23h30-23h45 : ces témoins en voiture à Elbeuf (76) décrivent une forme ronde de couleur rouge en mouvement
1956-04-00036,[Forme] Autre forme non catégorisée | [Forme 2] nan | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] La gendarmerie recueillera trois autres témoignages pour la même date et à 23h30-23h45 : ces témoins en voiture à Elbeuf (76) décrivent une forme ronde de couleur rouge en mouvement
1956-04-00036,[Forme] Autre forme non catégorisée | [Forme 2] nan | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] La gendarmerie recueillera trois autres témoignages pour la même date et à 23h30-23h45 : ces témoins en voiture à Elbeuf (76) décrivent une forme ronde de couleur rouge en mouvement
1956-04-00036,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] La gendarmerie recueillera trois autres témoignages pour la même date et à 23h30-23h45 : ces témoins en voiture à Elbeuf (76) décrivent une forme ronde de couleur rouge en mouvement"
1956-04-00036,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] La gendarmerie recueillera trois autres témoignages pour la même date et à 23h30-23h45 : ces témoins en voiture à Elbeuf (76) décrivent une forme ronde de couleur rouge en mouvement"
1956-04-00036,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] La gendarmerie recueillera trois autres témoignages pour la même date et à 23h30-23h45 : ces témoins en voiture à Elbeuf (76) décrivent une forme ronde de couleur rouge en mouvement"
1956-09-09134,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Le 20 septembre 1956 à 15h50 deux pilotes d'une patrouille en vol observent le déplacement d'un objet sphérique de couleur aluminium Suite à une demande auprès du directeur de l'observatoire du Puy-de-Dôme à Clermont-Ferrand (63), il s'avère qu'un ballon translucide de forme approximativement sphérique avec un léger renflement à sa base a été observé tout au long de la journée du 20 septembre dans le ciel clermontois"
1956-09-09134,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] ""0.8 < x < 2.2° (~ballon) ou """"Assez grande"""""" | [Détails visuels] Le 20 septembre 1956 à 15h50 deux pilotes d'une patrouille en vol observent le déplacement d'un objet sphérique de couleur aluminium Suite à une demande auprès du directeur de l'observatoire du Puy-de-Dôme à Clermont-Ferrand (63), il s'avère qu'un ballon translucide de forme approximativement sphérique avec un léger renflement à sa base a été observé tout au long de la journée du 20 septembre dans le ciel clermontois"
1956-11-00037,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Phénomène | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Chiffrée | [Détails visuels] Le 15 novembre 1956 à 19h05 à Paris, un pilote observe depuis le sol une boule de couleur rouge vif se déplacant NO vers SE dans le ciel clair"
1957-01-00038,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Descendante | [Taille] nan | [Détails visuels] Le 3 janvier 1957 à 20h22 (TU) trois témoins en vol au sud de Marengo (aujourd'hui Hadjout, Algérie) observent durant 15 secondes un objet lumineux avec une trainée verte puis rouge qui traverse le ciel selon une trajectoire régulière descendante du SO au NE"
1957-10-00040,[Forme] Autre forme non catégorisée | [Forme 2]  Phénomène | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le premier groupe observe depuis Louvergny à 23h40 en direction de l'Ouest un disque rouge de grand diamètre stationnaire et qui semble se séparer en deux parties à 23h50 avant de disparaitre La vérification astronomique donne la Lune à l'azimut 245°et une élévation à 30° apparaissant comme un demi-disque incliné Dans la même soirée un troisième groupe situé à 100m du passage à niveau de Novy-Chevrières observe à 23h50 en direction de cette bourgade le passage dans le ciel nuageux d'un objet lumineux rouge dans le ciel couvert (voir carte)
1957-10-00040,[Forme] nan | [Forme 2]  Phénomène | [Couleur] Vert | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Le premier groupe observe depuis Louvergny à 23h40 en direction de l'Ouest un disque rouge de grand diamètre stationnaire et qui semble se séparer en deux parties à 23h50 avant de disparaitre La vérification astronomique donne la Lune à l'azimut 245°et une élévation à 30° apparaissant comme un demi-disque incliné Dans la même soirée un troisième groupe situé à 100m du passage à niveau de Novy-Chevrières observe à 23h50 en direction de cette bourgade le passage dans le ciel nuageux d'un objet lumineux rouge dans le ciel couvert (voir carte)
1957-10-00040,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Le premier groupe observe depuis Louvergny à 23h40 en direction de l'Ouest un disque rouge de grand diamètre stationnaire et qui semble se séparer en deux parties à 23h50 avant de disparaitre La vérification astronomique donne la Lune à l'azimut 245°et une élévation à 30° apparaissant comme un demi-disque incliné Dans la même soirée un troisième groupe situé à 100m du passage à niveau de Novy-Chevrières observe à 23h50 en direction de cette bourgade le passage dans le ciel nuageux d'un objet lumineux rouge dans le ciel couvert (voir carte)
1957-10-00040,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Le premier groupe observe depuis Louvergny à 23h40 en direction de l'Ouest un disque rouge de grand diamètre stationnaire et qui semble se séparer en deux parties à 23h50 avant de disparaitre La vérification astronomique donne la Lune à l'azimut 245°et une élévation à 30° apparaissant comme un demi-disque incliné Dans la même soirée un troisième groupe situé à 100m du passage à niveau de Novy-Chevrières observe à 23h50 en direction de cette bourgade le passage dans le ciel nuageux d'un objet lumineux rouge dans le ciel couvert (voir carte)
1957-12-00041,[Forme] Autre forme non catégorisée | [Forme 2] Autre | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan
1957-12-00041,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan
1959-03-00042,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Phénomène | [Couleur] Orangé, feu | [Couleur 2] Autre | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le 20 mars 1959 à environ 20h15 deux témoins à Tombouctou (Mali) observent un point fixe lumineux orange bas sur l'horizon"
1959-09-00043,"[Forme] Autre forme non catégorisée | [Forme 2]  Phénomène | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] nan | [Détails visuels] Le 14 septembre 1959 à 5h10-15 du matin trois témoins au sud de Sali (Algérie) sont intrigués par les évolutions d'un corps lumineux de couleur orange dans le ciel Durant 40 minutes ils constatent que le corps dérive lentement vers le NE en changeant fréquemment d'aspect et de couleur (rouge à une extrémité) Il est décrit pour le 12 septembre 1959 à 19h l'observation d'un phénomène de couleur orange et d'un diamètre apparent d'une étoile situé à très haute altitude et se déplaçant à grande vitesse de 180° à 360° en 30 secondes environ"
1959-11-00044,"[Forme] Sans forme précise | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Descendante | [Taille] Chiffrée | [Détails visuels] Le 24 novembre 1959 aux alentours de 20h20 un témoin à bord d'un bateau au port de commerce de Dakar (Sénégal) observe le déplacement d'un phénomène lumineux composé de points lumineux et entouré d'un halo"
1960-04-02014,"[Forme] Autre forme non catégorisée | [Forme 2]  Engin | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Témoignage récent (14 mai 2008) d'une observation ancienne : vers 7h30 un matin de 1960 (mars, avril ou mai), deux écoliers observent depuis la route un phénomène lumineux qui les intrigue"
1960-04-02014,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Témoignage récent (14 mai 2008) d'une observation ancienne : vers 7h30 un matin de 1960 (mars, avril ou mai), deux écoliers observent depuis la route un phénomène lumineux qui les intrigue"
1960-07-08172,"[Forme] Autre forme non catégorisée | [Forme 2] Autre | [Couleur] Blanc | [Couleur 2] Descendante | [Luminosité] Descendante | [Taille] Autres (comparaison, repères, etc.)"
1960-08-09109,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan
1960-11-00048,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Engin | [Couleur] Non précisé | [Couleur 2] Stationnaire, Immobile | [Luminosité] Montante | [Taille] Chiffrée | [Détails visuels] Quelques jours plus tard, le 13 novembre vers 2h45 un des témoins est intrigué par une clarté de couleur verte donnant dans sa chambre Réveillant sa compagne, celle-ci constate effectivement le clignotement de lumières de couleur verte-orange et rouge puis se rendort Le témoin se dirige alors sur le pas de sa porte et constate la présence à 150 mètres, d'un engin circulaire de plusieurs mètres de diamètre qui atterrit sur une voie ferrée désaffectée proche de l'habitation"
1960-11-00048,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Quelques jours plus tard, le 13 novembre vers 2h45 un des témoins est intrigué par une clarté de couleur verte donnant dans sa chambre Réveillant sa compagne, celle-ci constate effectivement le clignotement de lumières de couleur verte-orange et rouge puis se rendort Le témoin se dirige alors sur le pas de sa porte et constate la présence à 150 mètres, d'un engin circulaire de plusieurs mètres de diamètre qui atterrit sur une voie ferrée désaffectée proche de l'habitation"
1963-11-01791,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Orangé, feu | [Couleur 2] Courbe | [Luminosité] Montante | [Taille] Chiffrée | [Détails visuels] Le 11 novembre 1963 vers 15h ou 16h un père et ses deux fils (de 18 et 13 ans) se promenent sur un chemin de campagne et observent un phénomène lumineux qui les intrigue"
1964-03-01780,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2]  Termes descriptifs (lumières, forme, etc.);Autre | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le témoin décrit alors l'objet comme ayant une forme ronde ou ovale, le dessous plat, le dessus bosselé au centre et sur les cotés"
1965-07-00050,"[Forme] 3D - 2 axes de symétrie - Ovoïde ; Forme Biologique -  Etres biologiques | [Forme 2]  Engin | [Couleur] Gris clair | [Couleur 2] Montante | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Il se déplace pour constater qu'un engin sombre et mat qui lui est inconnu est posé sur le sol Une dizaine de minutes plus tard, l'agriculteur découvre des traces au sol à l'emplacement de l'engin : ces traces ont la forme d'une étoile avec un trou cylindrique au milieu dans une terre détrempée"
1965-07-02381,"[Forme] Autre forme non catégorisée | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Stationnaire, Immobile | [Taille] ""2.2 < x < 6° ou """"Grande"""""""
1965-07-02569,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Stationnaire, Immobile | [Taille] Chiffrée | [Détails visuels] Un objet d'apparence métalique en forme de triangle est immobile dans le ciel et réflêchit fortement la lumière du soleil Ce cas d'observation par de multiples témoins d'un objet lumineux fixe dans le ciel du soir a toutes les caractéristiques d'un ballon sonde stratosphérique tétraédrique L'aspect lumineux et métallique est caractéristique, l'immobilité apparente n'est pas rare, leur très haute altitude (jusqu'à 40km) rend les déplacements apparemment très lents, et les vents à cette altitude sont très variables"
1965-08-02422,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Au cours de l'année 1965 ou 1966, probablement en Août (le témoin reste imprécis sur la date), des personnes observent plusieurs matins de suite, une boule d'éclat métallique stationnaire située à l'Est dans le ciel à proximité d'une cheminée en démolition"
1967-09-09106,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Alors qu'il attend à l'extérieur un ami, il remarque un point lumineux jaune-orangé juste au-dessus des arbres qui se déplace de gauche à droite sur une courte distance"
1969-10-02635,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le mercredi 8 octobre 1969 à 7h10, trois personnes ont le regard attiré par un point lumineux dans le ciel Il décrit un disque accompagné de deux satellites tournant autour de l'élément principal L'observation d'un point lumineux dans le ciel du matin est en soi un phénomène banal : ce peut être dans ce cas Sirius ou un ballon sonde"
1970-01-01778,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] Leur attention va être attirée par un phénomène lumineux blanc qui semble dans un premier temps suivre l'avion"
